userId,title,rating
254,Inchworm,1.3
254,Barbell deficit deadlift,2.3
254,Dumbbell farmer's walk,1.4
254,Plate push,3.9
254,Behind-the-head push-press,4.9
255,Leg Press - Gethin Variation,2.7
255,Pop squat,3.1
255,Reach-roll-lift combo,1.4
255,Barbell Hip Thrust,1.6
255,Tire flip,2.3
255,Jumping rope,1.9
255,Power snatch-,3.6
256,Pallof press,2.3
256,Lateral cone hop,2.2
256,Reach-roll-lift combo,1.4
256,Sumo deadlift,2.3
256,Sled Push,3.7
256,Sled push-,1.4
256,Power snatch-,4.5
257,FYR Knees to Chest,3.1
257,Pop squat,3.2
257,Lying hamstring stretch with band,3.2
257,Glute Ham Raise,1.0
257,Bear crawl sled drag,4.1
257,Treadmill running,1.3
257,Power snatch-,2.7
258,Medicine ball twist,4.0
258,Bar Push-Up Smith Machine,3.6
258,Shoulder T,1.1
258,Sumo deadlift,3.3
258,Sled Push,1.1
258,Bear crawl fire feet,4.5
258,Push-press,2.5
259,Alternating dumbbell snatch,1.6
259,Wall ball toss,2.7
259,Arm circle,3.2
259,Speed Box Squat,1.9
259,Sled Push,4.9
259,Plate push,4.9
259,Behind-the-head push-press,2.9
260,AM Dumbbell Bench Press,4.7
260,In-out jump squat,2.9
260,Crab single-arm reach,1.2
260,Dumbbell floor press,1.4
260,Bear crawl sled drag,4.6
260,Shuttle run,4.5
260,Clean and jerk,4.9
261,FYR Banded Plank Jack,3.4
261,Medicine ball slam,1.9
261,Brachialis SMR,2.1
261,Barbell deficit deadlift,4.5
261,Dumbbell farmer's walk,3.8
261,Shuttle run,3.0
261,Behind-the-head push-press,1.2
262,Dumbbell step-up,4.7
262,Slalom jumps,2.4
262,Calf SMR,2.4
262,Rack pull,4.5
262,Dumbbell farmer's walk,1.0
262,Treadmill walking,4.0
262,Behind-the-head push-press,2.2
263,Reverse ab roll-out,4.5
263,Broad jump,2.7
263,Wall calf stretch,4.3
263,Sumo deadlift,1.5
263,Tire flip,2.6
263,Treadmill walking,4.3
263,Clean and jerk,3.3
264,Standing calf raise-,3.7
264,Southpaw sprawl,4.4
264,Toe Touchers,4.7
264,Barbell glute bridge,3.3
264,Tire flip,4.3
264,Treadmill jogging,3.4
264,Clean and jerk,2.7
265,Single-Arm Cable Outward-Facing Biceps Curl,3.1
265,Jumping knee up-down,3.8
265,Latissimus dorsi SMR,3.9
265,Rack pull,1.8
265,Sled Push,4.6
265,Stairmaster,2.2
265,Clean and jerk,1.2
266,Seated triceps push-down,2.1
266,Speed skater,1.4
266,Quadriceps SMR,4.7
266,Barbell back squat to box,4.3
266,Dumbbell farmer's walk,2.9
266,Stair climber,1.6
266,Push-jerk,3.2
267,Dumbbell skier,2.4
267,Scissors Jump,4.1
267,Alternating lunge jump,1.1
267,Barbell Hip Thrust,2.8
267,Dumbbell farmer's walk,1.6
267,Shuttle run,1.6
267,Power snatch-,3.5
268,Partner medicine ball sit-up,3.1
268,Lateral hop,2.4
268,Lying groin stretch with band,1.7
268,Barbell back squat to box,3.8
268,Sled Push,4.7
268,Sled push-,4.6
268,Push-jerk,2.1
269,30 Decline Reverse Crunch,4.4
269,Gorilla squat,1.6
269,Quadriceps SMR,1.6
269,Barbell glute bridge,3.2
269,Dumbbell farmer's walk,1.3
269,Treadmill jogging,2.3
269,Push-jerk,4.9
270,Lower Back Stretch - Yates Variation,3.6
270,Depth jump box jump,1.4
270,Lying quad stretch with band,4.4
270,Sumo deadlift,3.6
270,Bear crawl sled drag,4.0
270,Treadmill running,1.9
270,Clean and jerk,1.3
271,Parallel bars leg raise,1.5
271,Lateral hop,2.3
271,Reach-roll-lift combo,4.9
271,Sumo deadlift,3.9
271,Dumbbell farmer's walk,5.0
271,Sled push-,2.9
271,Clean and jerk,4.1
272,Total Fitness Lateral Lunge,4.6
272,Dumbbell jump squat,4.5
272,Kneeling hip flexor stretch,2.8
272,Board bench press,4.8
272,Bear crawl sled drag,4.7
272,Stationary bike,4.3
272,Behind-the-head push-press,4.5
273,AM Close-Grip Pull-Down,4.2
273,Carioca quick step,1.8
273,Exercise ball torso rotation,2.1
273,Barbell back squat to box,4.3
273,Sled Push,1.5
273,Elliptical trainer,4.5
273,Power snatch-,1.8
274,Reverse-Grip Cable Triceps Pushdown - Gethin Variation,5.0
274,Burpee over barbell,1.9
274,Adductor SMR,4.2
274,Barbell glute bridge,1.4
274,Bear crawl sled drag,2.1
274,Burpee,4.2
274,Push-press,1.3
275,Single-arm dumbbell skullcrusher,4.1
275,Squat Isometric Hold,3.5
275,Kneeling hip flexor stretch,3.4
275,Sumo deadlift,1.5
275,Dumbbell farmer's walk,4.8
275,Bear crawl fire feet,1.4
275,Behind-the-head push-press,1.3
276,Partner target sit-up,2.3
276,Pop squat,4.4
276,Bent Over Shoulder Y,3.0
276,Rack pull,1.1
276,Tire flip,1.0
276,Treadmill running,2.8
276,Power snatch-,1.2
277,Head-on-bench dumbbell rear delt raise,4.5
277,Bar Push-Up Smith Machine,2.2
277,Toe Touchers,4.9
277,Rack pull,3.0
277,Sled Push,4.4
277,Bear crawl fire feet,1.8
277,Push-press,1.1
278,Standing cable leg curl,3.6
278,Bar Push-Up Smith Machine,1.8
278,Lying hamstring stretch with band,3.6
278,Rack pull,2.5
278,Tire flip,3.3
278,Shadow boxing,4.2
278,Behind-the-head push-press,3.2
279,FYR Kettlebell Sumo Squat,3.0
279,Bar Push-Up Smith Machine,4.7
279,Alternating standing knee-pull stretch,3.8
279,Barbell back squat to box,2.3
279,Tire flip,2.5
279,Sled push-,2.3
279,Push-press,1.9
280,Reverse-grip EZ-bar curl,1.8
280,Knee Tuck Jump,1.6
280,Crab single-arm reach,4.1
280,Rack pull,4.7
280,Sled Push,2.4
280,Jumping Jack,1.9
280,Push-press,3.2
281,Romanian Deadlift,2.1
281,Medicine ball partner twist,1.8
281,Single-leg lying cross-over stretch,1.5
281,Glute Ham Raise,4.2
281,Sled Push,3.7
281,Rower,2.2
281,Push-jerk,2.5
282,Bear crawl push-up,4.4
282,Gorilla squat,3.1
282,Piriformis SMR,3.0
282,Barbell deficit deadlift,1.7
282,Tire flip,1.5
282,Treadmill running,1.7
282,Push-press,4.2
283,Reverse-grip bent-over row,2.6
283,Broad jump,2.4
283,World's greatest stretch,1.6
283,Board bench press,2.5
283,Dumbbell farmer's walk,1.6
283,Bear crawl fire feet,2.5
283,Clean and jerk,2.0
284,Incline barbell shoulder protraction,4.2
284,Bar Push-Up Smith Machine,2.6
284,Single-leg balance and reach,1.5
284,Barbell Hip Thrust,2.8
284,Sled Push,4.7
284,Treadmill running,2.4
284,Clean and jerk,2.4
285,Push-Up - Gethin Variation,3.0
285,Squat Isometric Hold,2.9
285,Single-leg lying cross-over stretch,4.1
285,Dumbbell floor press,4.6
285,Bear crawl sled drag,4.6
285,Stationary bike,1.2
285,Clean and jerk,1.9
286,Seated Dumbbell Curl - Gethin Variation,3.6
286,Gorilla squat,1.8
286,Lying hamstring stretch with band,3.6
286,Speed Box Squat,2.2
286,Tire flip,3.7
286,Stairmaster,3.7
286,Push-press,4.6
287,Shotgun row,1.2
287,Jump lunge heel kick,4.7
287,Pass-through stretch with band,1.8
287,Barbell Hip Thrust,1.2
287,Sled Push,1.6
287,Treadmill jogging,3.0
287,Clean and jerk,1.4
288,Bench oblique crunch,4.1
288,Jump Squat,4.5
288,Exercise ball chest stretch,3.3
288,Barbell back squat to box,3.4
288,Bear crawl sled drag,1.7
288,Burpee,2.2
288,Behind-the-head push-press,4.8
289,Leg Press - Gethin Variation,1.3
289,Burpee tuck jump,3.4
289,World's greatest stretch,3.4
289,Board bench press,4.4
289,Bear crawl sled drag,1.7
289,Sled push-,4.5
289,Push-jerk,4.2
290,Dumbbell deadlift,4.7
290,Burpee over barbell,2.6
290,Single-leg balance and reach,2.2
290,Barbell deficit deadlift,4.5
290,Tire flip,2.0
290,Sled push-,4.0
290,Clean and jerk,1.5
291,Single-arm stiff-legged deadlift,1.6
291,Southpaw sprawl,4.7
291,Alternating lunge jump,4.6
291,Rack pull,4.3
291,Sled Push,2.2
291,Shadow boxing,1.8
291,Push-jerk,2.2
292,Straight-Arm Dumbbell Pull-Over - Gethin Variation,4.1
292,Speed skater,2.4
292,Exercise ball chest stretch,1.2
292,Sumo deadlift,4.4
292,Sled Push,1.6
292,Shuttle run,2.7
292,Push-jerk,3.3
293,Upside-down pull-up,3.0
293,Scissors Jump,3.2
293,Inchworm,2.5
293,Sumo deadlift,4.8
293,Sled Push,1.6
293,Stairmaster,2.9
293,Behind-the-head push-press,2.8
294,Lying cable front raise,2.3
294,Side-to-side box skip,3.9
294,Shoulder T,2.9
294,Board bench press,3.0
294,Tire flip,1.6
294,High knees,4.9
294,Clean and jerk,1.5
295,Single-arm dumbbell racked carry,3.8
295,Jumping jack-,4.5
295,Single-leg lying cross-over stretch,3.7
295,Good Morning,3.1
295,Tire flip,1.5
295,Treadmill running,4.1
295,Behind-the-head push-press,4.8
296,Seated dumbbell biceps curl,2.2
296,Split Jump,4.7
296,Wall calf stretch,1.2
296,Barbell Hip Thrust,3.9
296,Sled Push,3.3
296,Jumping Jack,4.2
296,Push-jerk,3.5
297,Calf Press On A Hack Squat Machine - Gethin Variation,2.6
297,Burpee tuck jump,4.8
297,Piriformis SMR,1.2
297,Barbell Hip Thrust,2.6
297,Bear crawl sled drag,2.5
297,High knees,3.1
297,Clean and jerk,3.9
298,Machine Seated Chest Press - Gethin Variation,3.1
298,Jump Squat,1.2
298,Lunge glute stretch,2.7
298,Sumo deadlift,3.0
298,Tire flip,3.2
298,Elliptical trainer,1.2
298,Clean and jerk,4.1
299,Suspended oblique crunch,2.3
299,Over bench jump,4.8
299,Standing side bend stretch,2.9
299,Glute Ham Raise,3.3
299,Dumbbell farmer's walk,3.9
299,Elliptical trainer,1.2
299,Push-press,2.0
300,Standing Calf Raises,4.4
300,Single-cone sprint drill,2.3
300,Piriformis SMR,2.6
300,Speed Box Squat,3.1
300,Bear crawl sled drag,3.8
300,Bear crawl fire feet,3.1
300,Clean and jerk,2.6
301,Side plank lateral raise,3.2
301,Plyo push-up,1.5
301,One Handed Hang,4.5
301,Barbell glute bridge,1.2
301,Dumbbell farmer's walk,1.7
301,Jumping rope,3.0
301,Push-press,2.2
302,Plank leg raise,3.0
302,Burpee tuck jump,1.8
302,Alternating standing knee-pull stretch,2.2
302,Barbell Hip Thrust,3.9
302,Dumbbell farmer's walk,2.8
302,Bear crawl fire feet,4.5
302,Clean and jerk,3.0
303,Single-leg leg extension-,4.8
303,Box jump,2.3
303,Piriformis SMR,3.4
303,Barbell back squat to box,2.3
303,Tire flip,2.7
303,Treadmill running,3.8
303,Clean and jerk,3.9
304,Barbell Shoulder Press,1.2
304,Medicine ball slam,2.5
304,Standing side bend stretch,4.5
304,Barbell glute bridge,2.7
304,Sled Push,2.1
304,Burpee,1.5
304,Push-press,2.5
305,Dumbbell clean and push-press,3.0
305,Jump Squat,2.7
305,Brachialis SMR,4.6
305,Barbell Hip Thrust,2.6
305,Dumbbell farmer's walk,1.5
305,High knees,2.5
305,Behind-the-head push-press,4.7
306,Bent-over dumbbell rear delt fly,4.5
306,Broad jump,2.0
306,Piriformis SMR,3.3
306,Barbell Hip Thrust,2.2
306,Dumbbell farmer's walk,2.0
306,Bear crawl fire feet,4.0
306,Push-jerk,3.2
307,Alternating hanging knee raise,3.2
307,Pop squat,3.5
307,Iliotibial band SMR,1.0
307,Board bench press,2.5
307,Dumbbell farmer's walk,2.2
307,Plate push,3.2
307,Behind-the-head push-press,3.0
308,AM Hammer Curls,2.1
308,Medicine ball slam,1.2
308,Standing hamstring stretch,4.7
308,Dumbbell floor press,2.3
308,Dumbbell farmer's walk,1.2
308,Shadow boxing,3.0
308,Push-jerk,1.2
309,Alternating hanging knee raise,4.8
309,Lateral hop,2.1
309,Kneeling hip flexor stretch,1.7
309,Barbell deficit deadlift,3.9
309,Tire flip,4.2
309,Shadow boxing,3.2
309,Clean and jerk,3.9
310,Smith machine lunge sprint,1.1
310,Depth jump box jump,1.3
310,Half bird dog,3.4
310,Barbell back squat to box,1.4
310,Tire flip,2.0
310,Jumping Jack,3.7
310,Clean and jerk,1.9
311,Seated dumbbell lateral raise,4.2
311,Clapping Push-Up,4.2
311,World's greatest stretch,4.2
311,Barbell Hip Thrust,4.4
311,Sled Push,3.5
311,Bear crawl fire feet,1.2
311,Power snatch-,3.0
312,Smith machine box squat,3.2
312,Burpee tuck jump,4.0
312,Wall calf stretch,3.6
312,Glute Ham Raise,2.6
312,Sled Push,3.6
312,Rower,4.5
312,Power snatch-,4.8
313,Rotator cuff warm-up,2.5
313,Side-to-side box skip,2.8
313,Cross-body shoulder stretch,1.0
313,Good Morning,3.2
313,Tire flip,2.8
313,High knees,3.5
313,Push-press,2.2
314,Plate hammer curl,3.7
314,Dumbbell jump squat,4.8
314,Alternating lunge jump,4.7
314,Barbell glute bridge,1.8
314,Sled Push,4.1
314,Elliptical trainer,2.6
314,Push-press,2.4
315,FYR Tuck Jump,4.2
315,Medicine Ball Chest Pass,3.1
315,Yoga plex,1.9
315,Rack pull,4.4
315,Bear crawl sled drag,3.5
315,Burpee,2.9
315,Power snatch-,2.6
316,Barbell stiff-legged deadlift,4.2
316,Burpee box jump,2.7
316,Kneeling hip flexor stretch,5.0
316,Sumo deadlift,3.4
316,Tire flip,1.7
316,Burpee,2.1
316,Push-press,4.7
317,Lunge hold dumbbell curl,2.3
317,Medicine ball partner twist,4.8
317,Inchworm,3.6
317,Board bench press,4.8
317,Dumbbell farmer's walk,1.4
317,Sled push-,4.1
317,Power snatch-,4.1
318,Tiger-bend push-up,4.4
318,Wall ball toss,4.2
318,Lying hamstring stretch with band,3.9
318,Board bench press,3.0
318,Bear crawl sled drag,2.1
318,Treadmill walking,4.8
318,Clean and jerk,3.0
319,Decline plate sit-up,2.2
319,Burpee box jump,4.1
319,Kneeling hip flexor stretch,1.7
319,Rack pull,3.1
319,Sled Push,4.5
319,Jumping Jack,1.3
319,Behind-the-head push-press,4.0
320,Incline Dumbbell Press - Gethin Variation,2.6
320,Box jump,3.7
320,Adductor SMR,4.5
320,Barbell glute bridge,1.9
320,Dumbbell farmer's walk,1.3
320,Jumping rope,1.9
320,Push-press,4.9
321,TBS Barbell Military Press,2.4
321,Jumping knee up-down,4.4
321,Standing leg swing,2.5
321,Glute Ham Raise,3.9
321,Tire flip,2.0
321,Treadmill running,1.0
321,Push-press,5.0
322,King Maker Weighted Jump Squat,2.1
322,Southpaw sprawl,4.0
322,Adductor SMR,2.2
322,Rack pull,4.3
322,Bear crawl sled drag,1.7
322,Treadmill jogging,3.1
322,Behind-the-head push-press,3.8
323,Partner sit-up with high-five,1.3
323,Plyo push-up,4.2
323,Latissimus dorsi SMR,3.0
323,Barbell deficit deadlift,4.6
323,Tire flip,4.0
323,High knees,1.3
323,Push-jerk,3.0
324,TBS Back Extension,4.0
324,Wall sprawl,3.3
324,Reverse lunge,4.2
324,Barbell back squat to box,4.8
324,Dumbbell farmer's walk,4.0
324,Burpee,3.7
324,Clean and jerk,2.9
325,Close-grip bench press,1.7
325,Box Jump (Multiple Response),2.9
325,Lying quad stretch with band,1.4
325,Sumo deadlift,3.9
325,Dumbbell farmer's walk,2.2
325,Jumping Jack,2.4
325,Clean and jerk,3.9
326,Weighted pull-up,2.1
326,Knee Tuck Jump,1.3
326,Standing hip circle,2.2
326,Good Morning,3.3
326,Bear crawl sled drag,4.8
326,Rower,1.7
326,Push-jerk,2.2
327,Bent-over plate rear delt raise,3.0
327,Depth jump box jump,3.6
327,Iliotibial band SMR,4.1
327,Rack pull,3.8
327,Sled Push,3.7
327,Jumping rope,1.2
327,Push-press,3.8
328,Hanging toes-to-bar,3.2
328,Lateral cone hop,3.8
328,Bar shoulder extension stretch,2.0
328,Rack pull,1.7
328,Bear crawl sled drag,1.5
328,Sled push-,4.1
328,Push-jerk,2.1
329,TBS Hack Squat,1.3
329,Burpee to pull-up,2.4
329,Exercise ball torso rotation,3.0
329,Rack pull,2.1
329,Tire flip,4.6
329,Treadmill running,4.7
329,Power snatch-,1.6
330,Forward lunge,1.7
330,Jump Squat,1.8
330,Bent Over Shoulder Y,3.7
330,Barbell glute bridge,4.1
330,Tire flip,1.9
330,Treadmill jogging,4.9
330,Behind-the-head push-press,3.1
331,Power clean,2.3
331,Plyo push-up,1.7
331,Exercise ball torso rotation,3.7
331,Rack pull,1.2
331,Dumbbell farmer's walk,4.8
331,Plate push,4.7
331,Clean and jerk,3.6
332,Single-arm inverted row,2.1
332,Burpee tuck jump,3.8
332,Standing leg swing,2.0
332,Barbell glute bridge,2.5
332,Dumbbell farmer's walk,3.2
332,Plate push,4.4
332,Push-press,3.5
333,Dumbbell saw triceps skullcrusher,2.7
333,Running lunge,1.5
333,Piriformis SMR,2.2
333,Barbell glute bridge,1.1
333,Dumbbell farmer's walk,1.9
333,Bear crawl fire feet,2.9
333,Push-jerk,3.9
334,30 V-Up,4.6
334,Burpee over barbell,2.1
334,Crab single-arm reach,4.0
334,Dumbbell floor press,3.8
334,Tire flip,3.3
334,Shadow boxing,2.2
334,Power snatch-,4.5
335,ACFT Hanging leg tuck,2.6
335,Medicine ball ninja,1.4
335,Standing hamstring stretch,3.6
335,Good Morning,3.6
335,Sled Push,2.3
335,Stair climber,2.1
335,Push-press,3.3
336,Dumbbell chest fly,3.6
336,In-out jump squat,3.3
336,Toe Touchers,4.3
336,Barbell glute bridge,1.2
336,Tire flip,2.7
336,Stairmaster,1.2
336,Clean and jerk,4.1
337,Incline straight-arm pull-over,4.9
337,Sledgehammer swing,4.6
337,Alternating standing glute stretch,1.8
337,Sumo deadlift,3.8
337,Sled Push,3.4
337,Sled push-,2.8
337,Power snatch-,1.3
338,Single-arm bent-over cable rear delt fly,4.1
338,Pop squat,4.9
338,Lying groin stretch with band,4.9
338,Good Morning,4.4
338,Sled Push,4.9
338,Elliptical trainer,4.5
338,Push-jerk,4.9
339,Barbell side split squat,1.6
339,Lateral hop,3.0
339,Bar shoulder extension stretch,3.3
339,Dumbbell floor press,4.6
339,Bear crawl sled drag,2.5
339,Jumping Jack,1.0
339,Behind-the-head push-press,4.4
340,Single-arm cable front raise,3.8
340,Medicine ball partner twist,1.5
340,Exercise ball torso rotation,3.1
340,Speed Box Squat,2.2
340,Bear crawl sled drag,1.6
340,Plate push,1.3
340,Behind-the-head push-press,1.2
341,Stiff-Legged Dumbbell Deadlift,1.6
341,Bar Push-Up Smith Machine,3.1
341,Child's pose,2.6
341,Barbell back squat to box,3.4
341,Dumbbell farmer's walk,5.0
341,Bear crawl fire feet,2.7
341,Push-jerk,1.7
342,Total Fitness Dumbbell Farmer's Carry,1.1
342,Sledgehammer swing,4.9
342,Exercise ball torso rotation,4.5
342,Good Morning,3.4
342,Sled Push,4.8
342,Burpee,4.2
342,Push-jerk,5.0
343,Diamond push-up,1.4
343,Burpee to pull-up,1.9
343,One Handed Hang,3.3
343,Barbell back squat to box,4.8
343,Sled Push,2.8
343,Treadmill running,2.3
343,Push-press,2.3
344,Dumbbell suitcase crunch,2.7
344,Dumbbell lateral hop,1.1
344,Lunge glute stretch,2.5
344,Dumbbell floor press,2.6
344,Sled Push,3.9
344,Plate push,1.3
344,Power snatch-,2.2
345,Overhead dumbbell front raise,2.4
345,Box Jump (Multiple Response),2.3
345,Standing hamstring stretch,1.3
345,Good Morning,2.4
345,Sled Push,3.4
345,Plate push,4.3
345,Clean and jerk,4.9
346,Kettlebell One-Legged Deadlift,4.3
346,Jumping jack-,2.3
346,Rhomboids SMR,3.5
346,Speed Box Squat,2.8
346,Tire flip,4.3
346,Stationary bike,3.5
346,Power snatch-,1.2
347,Floor rope climb,4.4
347,Wall sprawl,4.7
347,World's greatest stretch,1.7
347,Dumbbell floor press,1.4
347,Sled Push,4.1
347,Jumping Jack,3.8
347,Clean and jerk,2.8
348,Single-leg depth squat,3.9
348,Clapping Push-Up,2.6
348,Alternating standing glute stretch,4.5
348,Sumo deadlift,3.8
348,Dumbbell farmer's walk,1.6
348,Plate push,2.6
348,Push-jerk,1.1
349,Vertical jump,4.3
349,Slalom jumps,2.0
349,Lying hamstring stretch with band,2.4
349,Barbell Hip Thrust,4.9
349,Sled Push,3.1
349,Treadmill jogging,3.1
349,Clean and jerk,2.5
350,Leg Press - Gethin Variation,3.7
350,Burpee tuck jump,4.4
350,Alternating standing glute stretch,1.4
350,Barbell glute bridge,1.1
350,Sled Push,4.0
350,Shuttle run,3.6
350,Power snatch-,4.3
351,FYR Leg Lift,2.6
351,Box jump,3.1
351,Alternating standing knee-pull stretch,4.6
351,Good Morning,4.7
351,Sled Push,2.7
351,Stair climber,3.3
351,Push-jerk,3.8
352,Floor rope climb,2.4
352,Jump Squat,2.8
352,Crab single-arm reach,1.8
352,Barbell glute bridge,2.0
352,Dumbbell farmer's walk,4.7
352,Jumping rope,1.8
352,Push-press,2.8
353,Assist machine triceps push-down,4.5
353,Lateral box jump,1.7
353,Exercise ball torso rotation,4.6
353,Good Morning,1.2
353,Sled Push,3.7
353,Stair climber,1.7
353,Push-press,2.7
354,Seated Straigh-Bar Curl Superset,1.1
354,Sit-up with single-arm overhand throw,2.2
354,Bar shoulder extension stretch,3.1
354,Barbell glute bridge,1.3
354,Sled Push,3.9
354,Treadmill walking,2.4
354,Clean and jerk,1.1
355,Standing Cable Wood Chop,3.7
355,Medicine ball ninja,4.5
355,Lunge glute stretch,2.7
355,Barbell Hip Thrust,2.6
355,Bear crawl sled drag,3.1
355,Rower,4.5
355,Clean and jerk,4.0
356,Natural Glute Ham Raise - Gethin Variation,2.7
356,Kettlebell fire feet,3.2
356,Child's pose,3.5
356,Board bench press,4.7
356,Bear crawl sled drag,2.8
356,Treadmill jogging,2.5
356,Power snatch-,2.2
357,Single-leg burpee,3.9
357,Dumbbell jump squat,4.5
357,Reverse lunge,4.9
357,Good Morning,4.3
357,Dumbbell farmer's walk,4.1
357,Jumping Jack,4.6
357,Behind-the-head push-press,4.4
358,Lying oblique crunch,1.3
358,Mountain climber,4.2
358,Bar shoulder extension stretch,3.8
358,Glute Ham Raise,4.4
358,Sled Push,1.2
358,Jumping Jack,1.3
358,Push-jerk,2.7
359,Cable straight-bar push-down,3.3
359,Burpee to pull-up,3.5
359,Superman,1.5
359,Board bench press,4.7
359,Dumbbell farmer's walk,4.7
359,Jumping rope,3.1
359,Clean and jerk,4.1
360,Total Fitness Lateral Lunge,1.5
360,In-out jump squat,1.4
360,Half bird dog,3.9
360,Good Morning,3.3
360,Dumbbell farmer's walk,4.9
360,Elliptical trainer,3.8
360,Behind-the-head push-press,4.9
361,Car driver,2.8
361,In-out jump squat,4.0
361,Standing leg swing,2.5
361,Barbell Hip Thrust,1.3
361,Bear crawl sled drag,2.6
361,Rower,3.1
361,Push-jerk,3.3
362,Lying cable triceps extension,4.7
362,Dumbbell seated box jump,2.7
362,Reach-roll-lift combo,3.0
362,Speed Box Squat,4.4
362,Bear crawl sled drag,2.1
362,Stationary bike,4.9
362,Clean and jerk,4.9
363,FYR Crab Kick,2.5
363,Pop squat,3.6
363,Alternating lunge jump,4.2
363,Good Morning,1.0
363,Tire flip,1.8
363,High knees,4.3
363,Push-jerk,2.4
364,Hammer curl,4.1
364,Lateral box jump,3.2
364,Rhomboids SMR,4.3
364,Barbell Hip Thrust,2.1
364,Bear crawl sled drag,3.1
364,Bear crawl fire feet,3.6
364,Power snatch-,1.9
365,Southpaw sprawl with push-up,2.8
365,Side-to-side box skip,2.7
365,Child's pose,4.4
365,Speed Box Squat,3.5
365,Bear crawl sled drag,4.5
365,Stairmaster,2.7
365,Behind-the-head push-press,3.1
366,Paul Carter Romanian Deadlift,2.6
366,Sledgehammer swing,1.5
366,Reach-roll-lift combo,1.3
366,Barbell deficit deadlift,2.9
366,Dumbbell farmer's walk,3.6
366,Stairmaster,3.5
366,Push-press,3.8
367,FYR Dumbbell front raise to lateral raise,2.2
367,Broad jump,2.3
367,Arm circle,3.0
367,Rack pull,2.0
367,Bear crawl sled drag,2.6
367,Jumping rope,2.6
367,Clean and jerk,1.7
368,Single-leg V-up,2.1
368,Side-to-side box skip,4.9
368,Reverse lunge,4.2
368,Barbell deficit deadlift,1.9
368,Bear crawl sled drag,2.8
368,Shadow boxing,3.2
368,Push-press,4.7
369,TBS Good Morning,3.4
369,Dumbbell lateral hop to sprint,3.8
369,Standing hamstring stretch,3.1
369,Barbell back squat to box,1.3
369,Bear crawl sled drag,3.9
369,Stationary bike,3.3
369,Behind-the-head push-press,3.3
370,Barbell Incline Bench Press Medium-Grip,2.6
370,Jump Squat,2.9
370,Lying glute stretch,4.3
370,Barbell deficit deadlift,1.2
370,Sled Push,4.8
370,Elliptical trainer,4.9
370,Behind-the-head push-press,2.2
371,Bootstrapper squat,2.6
371,Wall sprawl,3.1
371,Exercise ball torso rotation,4.1
371,Dumbbell floor press,4.0
371,Bear crawl sled drag,3.8
371,Rower,2.5
371,Behind-the-head push-press,1.5
372,Reverse-grip EZ-bar curl,1.6
372,Sprawl frog kick,1.1
372,Standing leg swing,4.9
372,Glute Ham Raise,3.0
372,Bear crawl sled drag,1.9
372,Treadmill jogging,4.9
372,Behind-the-head push-press,1.8
373,Total Fitness Dumbbell Reverse Lunge,2.1
373,90-degree jump squat,4.2
373,Inchworm,3.9
373,Speed Box Squat,3.9
373,Dumbbell farmer's walk,5.0
373,Stationary bike,2.9
373,Power snatch-,4.0
374,UP Hamstring Curl,4.0
374,Gorilla squat,4.8
374,Toe Touchers,3.9
374,Dumbbell floor press,3.7
374,Dumbbell farmer's walk,3.0
374,Shuttle run,2.5
374,Push-press,4.9
375,TBS Romanian Deadlift,1.5
375,Sledgehammer swing,3.1
375,Iliotibial band SMR,2.7
375,Board bench press,3.8
375,Bear crawl sled drag,4.4
375,Stairmaster,3.8
375,Push-press,1.0
376,Incline dumbbell reverse fly,3.1
376,Medicine ball ninja,1.8
376,Cross-body shoulder stretch,2.7
376,Speed Box Squat,1.8
376,Bear crawl sled drag,4.3
376,Stair climber,4.0
376,Push-jerk,3.4
377,Upside-down pull-up,4.9
377,Bar Push-Up Smith Machine,2.2
377,Rhomboids SMR,1.5
377,Barbell deficit deadlift,2.1
377,Tire flip,1.3
377,Plate push,1.2
377,Push-jerk,1.4
378,Single-arm kettlebell row,1.7
378,Lateral cone hop,3.3
378,Half bird dog,3.1
378,Barbell back squat to box,4.6
378,Sled Push,4.7
378,Treadmill walking,1.7
378,Clean and jerk,3.7
379,FYR Banded Plank Jack,3.1
379,Jumping jack-,3.8
379,Reverse lunge,3.3
379,Barbell back squat to box,2.7
379,Tire flip,1.9
379,Treadmill walking,3.8
379,Behind-the-head push-press,1.8
380,Weighted Sit-Ups - With Bands,4.6
380,Clapping Push-Up,3.4
380,Reverse lunge,3.1
380,Speed Box Squat,1.4
380,Sled Push,1.2
380,Shuttle run,1.1
380,Power snatch-,2.5
381,Close-grip bench press,4.6
381,Box Jump (Multiple Response),4.6
381,One Handed Hang,4.0
381,Speed Box Squat,1.3
381,Bear crawl sled drag,4.5
381,Jumping rope,1.5
381,Push-press,4.3
382,Band Pull Apart,4.0
382,Burpee tuck jump,4.1
382,Toe Touchers,1.7
382,Barbell glute bridge,1.2
382,Tire flip,1.5
382,Jumping Jack,1.3
382,Push-press,2.8
383,Band shoulder press,2.7
383,Split Jump,3.7
383,Piriformis SMR,1.2
383,Good Morning,3.3
383,Tire flip,4.9
383,Sled push-,3.6
383,Push-jerk,2.1
384,Single-arm kneeling lat pull-down,1.2
384,Dumbbell seated box jump,3.3
384,Kneeling hip flexor stretch,1.8
384,Barbell deficit deadlift,2.4
384,Tire flip,4.2
384,Bear crawl fire feet,1.3
384,Push-jerk,3.7
385,Single-leg dumbbell Romanian deadlift,5.0
